Year,Region,Gender.Code,Education,rural_urban_class,source,measure1,measure2,attr,agr_by,overall_value,Ethnicity
1994,United States,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,11839.9120471006,Asian or Pacific Islander
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,absolute number,overall,nation,124293,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,absolute number,total,nation,136505,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,1161.68099103525,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,1305.3700125076,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1433.91676379577,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1574.80154024717,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,absolute number,overall,nation,3637576.55834253,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,absolute number,total,nation,3690278.22228939,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,30138.9334714386,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,31739.4851259195,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,41965.2112878268,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,42573.2085154529,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,absolute number,overall,nation,37071,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,absolute number,total,nation,40454,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,1098.27692861818,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,1241.10992689169,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1149.71099576611,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1254.63053661142,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,absolute number,overall,nation,1085845.447403,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,absolute number,total,nation,1094205.69423266,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,26603.3191645169,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,28456.877347578,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,33676.1471387821,Black or African American
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,33935.4298046769,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,31558,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,absolute number,total,nation,34643,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,867.524155601739,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,969.518889756423,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1058.78441266082,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1162.2874836114,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,875954.057556158,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,absolute number,total,nation,900493.5885748,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,21627.0663854041,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,23038.2943266078,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,29388.633701358,Black or African American
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,30211.9454744914,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,absolute number,overall,nation,8235,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,absolute number,total,nation,9139,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,556.025102218564,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,624.928568810238,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,712.097507693054,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,790.268260207265,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,absolute number,overall,nation,218202.127232037,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,absolute number,total,nation,229080.508148745,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,13729.6376889031,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,14835.0160514072,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,18868.3899180639,Black or African American
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,19809.0660490322,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,absolute number,overall,nation,356,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,absolute number,total,nation,412,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,24.0113389817559,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,27.9909378869639,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,33.9300324049341,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,39.2673408731259,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,absolute number,overall,nation,9587.308910531,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,absolute number,total,nation,10364.807597936,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,630.048261381366,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,694.414271142904,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,913.757589916937,Black or African American
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,987.860274350772,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,258973,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,absolute number,total,nation,283183,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,1162.07202345889,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,1298.00188406849,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1397.95019701547,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1528.63708047338,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,7251276.58255436,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,YLL,absolute number,total,nation,7380251.84085277,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,28993.1152067403,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,30710.9224871256,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,39142.7813988158,Black or African American
1994,United States,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,39838.9967870933,Black or African American
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,absolute number,overall,nation,608334,"White, All Origins"
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,absolute number,total,nation,715900,"White, All Origins"
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,1081.04189651065,"White, All Origins"
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,1270.32258865768,"White, All Origins"
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1683.93666881838,"White, All Origins"
1994,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1981.69140834981,"White, All Origins"
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,absolute number,overall,nation,13027023.316094,"White, All Origins"
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,absolute number,total,nation,14479046.5028985,"White, All Origins"
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,23311.4871012135,"White, All Origins"
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,25927.5038892192,"White, All Origins"
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,36060.2600668757,"White, All Origins"
1994,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,40079.6229304252,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,absolute number,overall,nation,300581,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,absolute number,total,nation,354802,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,608.889379479455,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,718.20906887395,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,888.376854138473,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1048.62877095371,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,absolute number,overall,nation,6197954.29585013,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,absolute number,total,nation,7036556.43605168,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,12179.3860991984,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,13859.0389623344,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,18318.254112673,"White, All Origins"
1994,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,20796.7698245312,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,290678,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,absolute number,total,nation,339338,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,648.140383471847,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,753.172163835219,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1023.40686232077,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1194.72694131034,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,6027334.03704935,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,absolute number,total,nation,6766552.7221884,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,13387.9075231143,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,14944.1308666927,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,21220.7838743072,"White, All Origins"
1994,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,23823.3938933903,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,absolute number,overall,nation,80975,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,absolute number,total,nation,95055,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,370.811060627728,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,432.798844973287,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,603.306388725612,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,708.209802782502,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,absolute number,overall,nation,1659779.72112798,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,absolute number,total,nation,1881730.13648119,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,7644.26907799358,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,8589.41951799142,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,12366.2329068691,"White, All Origins"
1994,United States,All genders,666,small metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,14019.8803729129,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,absolute number,overall,nation,8702,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,absolute number,total,nation,10148,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,36.4374594635071,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,42.1726986292708,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,62.4386139681387,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,72.8139570844256,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,absolute number,overall,nation,177975.976502729,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,absolute number,total,nation,200033.671972746,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,763.694213810833,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,846.064536954401,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,1277.01370862519,"White, All Origins"
1994,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,1435.28214490181,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,1906334,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,absolute number,total,nation,2221634,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,860.651016766496,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,1000.86474417992,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1328.47382933372,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1548.1980740825,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,39605866.8333603,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,YLL,absolute number,total,nation,44261698.3718691,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,17812.6422424027,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,19898.5555821224,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,27600.2828340655,"White, All Origins"
1994,United States,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,30844.8088996424,"White, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,absolute number,overall,nation,758107,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,absolute number,total,nation,880423,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,1066.15110370723,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,1242.79739879185,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1524.44019192242,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1770.39943846042,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,YLL,absolute number,overall,nation,17141884.2641274,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,YLL,absolute number,total,nation,18670411.8948908,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,23455.4140794474,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,25833.9113343225,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,34469.7745008532,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,37543.4157609915,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,absolute number,overall,nation,346628,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,absolute number,total,nation,404173,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,631.765107553018,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,738.168318116493,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,885.26259540824,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1032.22832250694,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,absolute number,overall,nation,7439195.74991971,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,absolute number,total,nation,8271301.36541393,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,12977.6117819568,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,14542.4945622549,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,18999.1626104177,"All, All Origins"
1995,United States,All genders,666,large fringe metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,21124.2995780781,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,335185,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,absolute number,total,nation,387906,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,659.910709208872,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,761.800532976882,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1006.01659556525,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1164.25219958928,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,7147043.21713848,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,YLL,absolute number,total,nation,7902020.35477765,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,13890.3879104074,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,15341.1247192332,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,21450.972106936,"All, All Origins"
1995,United States,All genders,666,medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,23716.9432265785,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,Deaths,absolute number,overall,nation,91823,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,Deaths,absolute number,total,nation,106461,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,381.25341651825,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,440.086722046343,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,604.994623212397,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,701.440081263028,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,YLL,absolute number,overall,nation,1923547.31920934,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,YLL,absolute number,total,nation,2148559.65476569,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,7996.30204268808,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,8879.97973243947,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,12673.6850856133,"All, All Origins"
1995,United States,All genders,666,small metro,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,14156.2248977307,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,absolute number,overall,nation,10006,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,absolute number,total,nation,11786,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,38.2687830295962,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,44.7962983440062,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,64.1889122801308,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,75.6076874009215,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,absolute number,overall,nation,209231.482262448,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,absolute number,total,nation,236819.505430492,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,818.218038596368,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,915.328963975262,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,1342.22878884529,"All, All Origins"
1995,United States,All genders,666,micropolitan,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,1519.20712175713,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,2235585,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,Deaths,absolute number,total,nation,2578971,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,881.62368581645,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,1017.41500836955,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1304.82282936515,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,1505.24370000276,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,48256861.8545966,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,YLL,absolute number,total,nation,53013837.8064186,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,18706.8247953226,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",total,nation,20654.8522253316,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,28165.6277982711,"All, All Origins"
1995,United States,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",total,nation,30942.0871235387,"All, All Origins"
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,absolute number,overall,nation,1604,American Indian or Alaska Native
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,absolute number,total,nation,1666,American Indian or Alaska Native
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,657.708321687589,American Indian or Alaska Native
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",total,nation,728.69167229631,American Indian or Alaska Native
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,617.347656208467,American Indian or Alaska Native
1995,United States,All genders,666,large central metro,National Vital Statistics System,Deaths,"crude rate per 100,000",total,nation,641.210221473383,American Indian or Alaska Native
1995,United States,All genders,666,large central metro,National Vital Statistics System,YLL,absolute number,overall,nation,52168.057180212,American Indian or Alaska Native
